iter	MultiClass
1534	0.5830908674
1535	0.5829887315
1536	0.5828397305
1537	0.58276836
1538	0.5823937745
1539	0.5818659827
1540	0.5817792953
1541	0.5816841875
1542	0.5812222233
1543	0.5811353829
1544	0.5810540464
1545	0.5809826808
1546	0.5808924118
1547	0.5808308938
1548	0.5807491059
1549	0.5806052431
1550	0.5805433168
1551	0.5804424603
1552	0.5803711403
1553	0.5800093145
1554	0.579927124
1555	0.5798364648
1556	0.5794028517
1557	0.5793405529
1558	0.579263203
1559	0.5789922247
1560	0.5788977446
1561	0.578796707
1562	0.5787333497
1563	0.5785540212
1564	0.5784894274
1565	0.5776560736
1566	0.5775331374
1567	0.5771031848
1568	0.5770214194
1569	0.5762943656
1570	0.5761438724
1571	0.576070103
1572	0.5760207111
1573	0.5747193188
1574	0.574639571
1575	0.5743282779
1576	0.5742241946
1577	0.5741414879
1578	0.5736849415
1579	0.5736212149
1580	0.5735419057
1581	0.5734555717
1582	0.5733109933
1583	0.5732023435
1584	0.5731311406
1585	0.572982923
1586	0.5728975026
1587	0.5728210397
1588	0.5727520915
1589	0.5726747014
1590	0.572525138
1591	0.5724346211
1592	0.5722505653
1593	0.5718685569
1594	0.5717801703
1595	0.5717133335
1596	0.5716558057
1597	0.5714776077
1598	0.5714163622
1599	0.5713248355
